ID,converted,total_bc_attempts,total_bc_outcomes,lead_to_first_bc_days,bc_duration_days,lead_to_sc1_days,sc1_schedule_to_appointment_days,bc_frequency,positive_outcomes_count,negative_outcomes_count,noshow_outcomes_count,positive_outcome_ratio,negative_outcome_ratio,noshow_outcome_ratio,reachability_score,outcome_trend,persistence_after_negative,showed_up_sc1,engagement_score,efficiency_score,last_bc_outcome_encoded,first_bc_outcome_encoded
132576,0,2,2,0.0,0.0,0.0,0.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,0,0.7400000000000001,0.3333333333333333,7,5
136939,0,2,2,0.0,0.0,0.0,0.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
136940,0,1,1,0.0,0.0,0.0,4.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
138241,0,1,1,0.0,0.0,0.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0,0.82,0.5,7,9
134980,0,10,10,0.0,15.0,16.0,2.0,0.625,8,0,0,0.8,0.0,0.0,0.30000000000000004,1,0,1,0.6291666666666667,0.09090909090909091,3,8
126418,0,11,11,0.0,23.0,23.0,8.0,0.4583333333333333,6,0,0,0.5454545454545454,0.0,0.0,0.5454545454545454,1,0,1,0.5985606060606061,0.08333333333333333,3,8
129701,0,4,4,0.0,1.0,1.0,0.0,2.0,4,0,0,1.0,0.0,0.0,0.25,0,0,1,0.6900000000000001,0.2,7,5
126420,0,1,1,0.0,0.0,0.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0,0.82,0.5,7,9
134985,0,2,2,0.0,0.0,0.0,1.0,2.0,1,0,0,0.5,0.0,0.0,1.0,1,0,1,0.7066666666666668,0.3333333333333333,7,8
129706,0,3,3,0.0,0.0,0.0,4.0,3.0,2,0,0,0.6666666666666666,0.0,0.0,0.6666666666666667,0,0,1,0.6933333333333335,0.25,7,5
134986,0,3,3,0.0,0.0,0.0,0.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,0,0.7266666666666667,0.25,7,5
136943,0,3,3,0.0,0.0,1.0,0.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
126429,0,6,6,0.0,1.0,0.0,0.0,3.0,5,0,0,0.8333333333333334,0.0,0.0,0.33333333333333337,0,0,0,0.6766666666666666,0.14285714285714285,7,5
132590,0,5,5,0.0,1.0,0.0,0.0,2.5,5,0,0,1.0,0.0,0.0,0.19999999999999996,0,0,0,0.6900000000000001,0.16666666666666666,7,5
136946,0,1,1,0.0,0.0,0.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
